writer_id,age,gender,race,education,income
6234a3d5cd2f63c705e5842d,52,Male,White,Doctorate (PhD),"Under £15,000"
5d41925ef7b99500012b960e,47,Male,White,Undergraduate degree,"£75,000-£99,999"
62b44b9958864d679bdb2c20,30,Male,White,Undergraduate degree,"£35,000-£49,999"
6578943bda60b06de1ba4628,26,Female,White,Undergraduate degree,"£15,000-£24,999"
60919018ce223dc3906d7a7e,36,Female,White,Postgraduate degree (Master's),"£15,000-£24,999"
67366d50b1a10d4f69e6a1ac,50,Female,White,A-levels or equivalent,"£15,000-£24,999"
615eda024a5f84f408625b4f,35,Male,White,Undergraduate degree,"£15,000-£24,999"
66e0ce93d40c6d346de79d94,67,Male,White,Undergraduate degree,"£50,000-£74,999"
6570809f57bfe1f9f1e9ef93,20,Male,White,A-levels or equivalent,"£15,000-£24,999"
5ef89ca507b0e3040299f1a3,42,Female,White,Undergraduate degree,"£25,000-£34,999"
67e282f63445e665072a9861,53,Male,White,A-levels or equivalent,Prefer not to say
67701cb8e95b8934348de694,34,Male,White,Postgraduate degree (Master's),"£50,000-£74,999"
639762efb285e1d3b801de17,53,Male,White,Undergraduate degree,Prefer not to say
63d1c3aec175ba81e9f50cf9,25,Male,White,Undergraduate degree,"£50,000-£74,999"
67ab774ce8f7c0ef8f2fbcd7,41,Female,White,Postgraduate degree (Master's),"£50,000-£74,999"
67c8b1367b6d2f13cc496d56,27,Female,Black,Postgraduate degree (Master's),"£35,000-£49,999"
5e7fa0e918b10804bb87eb63,53,Male,White,Undergraduate degree,"£25,000-£34,999"
62e02b26e879244a99e852fa,49,Male,White,Undergraduate degree,"£25,000-£34,999"
6347200d8ded5172ec43e0bb,35,Male,White,Undergraduate degree,"£25,000-£34,999"
5ba6d33077f30d00014fe202,50,Female,Mixed,Vocational qualification,"£25,000-£34,999"
66e42249ff3f1be588b9bf04,63,Male,White,Undergraduate degree,"£75,000-£99,999"
5eefd6b37da4d24c8af3bcbc,41,Female,White,GCSEs or equivalent,"£15,000-£24,999"
5af1a4bc6e136b0001411714,52,Female,White,Undergraduate degree,"£35,000-£49,999"
572faa2cad131600100169b5,40,Female,White,Undergraduate degree,"£25,000-£34,999"
64eb7975f0171c1552c78e48,67,Female,White,Undergraduate degree,"£15,000-£24,999"
671d3690dc5df6d004cfb65e,33,Male,White,Postgraduate degree (Master's),"£75,000-£99,999"
5d2075ccc26f84001566733c,44,Female,White,Postgraduate degree (Master's),"£35,000-£49,999"
63039343fd5a2e6fb88d2c61,41,Male,White,A-levels or equivalent,"£25,000-£34,999"
66420f13760bbfe0ee3af466,58,Male,White,Vocational qualification,"£50,000-£74,999"
60147f790be39349d775e4f2,65,Female,White,Doctorate (PhD),"Under £15,000"
6773f26143256e358c1645cc,36,Female,White,Undergraduate degree,"£35,000-£49,999"
665ed3e9a6d856341025d5e1,35,Female,White,Postgraduate degree (Master's),"£50,000-£74,999"
5eff5f05b92981000a2aed73,28,Female,White,Undergraduate degree,"£35,000-£49,999"
66eab94c448f22835e8cdd4d,39,Female,White,GCSEs or equivalent,"£25,000-£34,999"
5e3891a0ffe78b000a8a4124,57,Male,White,Undergraduate degree,"£25,000-£34,999"
5d8e154af2858200171fdb95,39,Female,White,Undergraduate degree,"£50,000-£74,999"
614b94457a6ec7a724e0ffd6,40,Female,White,Vocational qualification,"£25,000-£34,999"
6716ad851065864029a3a4b0,40,Female,Black,Postgraduate degree (Master's),"£15,000-£24,999"
667b24c6c25f7a12d08d9ab6,27,Female,White,Postgraduate degree (Master's),"£25,000-£34,999"
676c99169461dbd7edcce2b7,23,Female,Mixed,Postgraduate degree (Master's),"£25,000-£34,999"
672f246d1d67d71960402ef8,32,Male,White,Undergraduate degree,"£25,000-£34,999"
5ea9b62d21f5961002f796d0,29,Male,White,Undergraduate degree,"Under £15,000"
684a996e1c626a0589e30505,18,Female,White,Undergraduate degree,"£15,000-£24,999"
671a528fe9658f0a32bd55ce,34,Male,White,A-levels or equivalent,"£25,000-£34,999"
661e2efbf26620b741872895,36,Female,Black,Postgraduate degree (Master's),"£50,000-£74,999"
6329c13285c93cafdf51ed77,44,Male,White,Postgraduate degree (Master's),"£25,000-£34,999"
6765e63b9cbc0ec185d7e8fa,45,Male,Black,Postgraduate degree (Master's),"Under £15,000"
60bbdb37286980cc3ba6f309,50,Female,White,Undergraduate degree,"Under £15,000"
605e9cc770aa6d1947d02bfa,33,Male,White,Undergraduate degree,"£25,000-£34,999"
5c18daaae467040001e68fc4,38,Female,White,Undergraduate degree,"£35,000-£49,999"
5e230311699ac45b327786dc,69,Female,White,Postgraduate degree (Master's),"£15,000-£24,999"
5b94223a6adb26000190659b,39,Female,White,Undergraduate degree,"Under £15,000"
5c5844d8dd470300014ee3f1,32,Female,White,Vocational qualification,"£15,000-£24,999"
6658bf409f61b7a787ee5d52,20,Female,Black,A-levels or equivalent,"£15,000-£24,999"
655e09fc282e4139c82f834a,40,Female,White,Undergraduate degree,"£15,000-£24,999"
5e89ba09ec9b3364b1fc0bd1,45,Male,White,Other,"£25,000-£34,999"
638070625c26e262f2163254,65,Male,White,Undergraduate degree,"£35,000-£49,999"
63fbd3e8b4865c6e1fb04614,23,Male,Mixed,Undergraduate degree,"£35,000-£49,999"
5da2f9f17809b60014fc839a,62,Female,White,Undergraduate degree,"Under £15,000"
67334911eb1de6dd02fc126a,23,Male,White,Undergraduate degree,"£25,000-£34,999"
63e57ca5d6e126546cfc66bf,56,Male,White,Postgraduate degree (Master's),"£75,000-£99,999"
659585d0d682df995ad2c5b5,62,Female,White,Undergraduate degree,"£25,000-£34,999"
665037ded96e1d5ab290e9ca,58,Male,White,A-levels or equivalent,"£15,000-£24,999"
6151e69a392433707e7a9dfb,27,Male,Black,Undergraduate degree,"£15,000-£24,999"
5e787106a9d3b53ee4281eb1,23,Female,White,Undergraduate degree,"Under £15,000"
5fa92f3172de7e02d5d77656,50,Female,White,GCSEs or equivalent,"Under £15,000"
5eba9c85d1130507bd1a6219,65,Female,White,Undergraduate degree,Prefer not to say
6154463474d88dfc259ef4b8,62,Female,White,GCSEs or equivalent,"£35,000-£49,999"
67770fd5dc0fd5aeacefb248,22,Male,White,Undergraduate degree,"£15,000-£24,999"
574da26c7f1e770007f42d11,69,Male,White,Doctorate (PhD),"£50,000-£74,999"
5ea0c2ecb8640c0c0b56bc46,64,Male,White,Vocational qualification,"£50,000-£74,999"
59c7290e0aaf750001213c97,65,Female,White,Other,"Under £15,000"
5d02ceaaa0fcd500183ea67e,64,Male,White,Vocational qualification,"£25,000-£34,999"
6647e8618c77f7b938865d25,34,Male,Asian,Postgraduate degree (Master's),"£35,000-£49,999"
673afb0e64825773fdef73ab,22,Male,White,Undergraduate degree,"£25,000-£34,999"
5f2447bc5eb3020009277023,44,Male,Asian,Postgraduate degree (Master's),"£35,000-£49,999"
66e464861f78048b57ab0f50,49,Female,White,Postgraduate degree (Master's),"£100,000+"
585586c728da4d0001884a00,48,Female,White,Postgraduate degree (Master's),"£15,000-£24,999"
5eff07d279c81803541503a8,48,Female,White,Undergraduate degree,"£35,000-£49,999"
612a3d97a2cc259f7ff9b580,59,Male,White,Vocational qualification,"£35,000-£49,999"
66b37261a3b59c21f6b2931e,22,Male,White,Postgraduate degree (Master's),Prefer not to say
5e7dfc715acd1402882e93eb,60,Male,White,Vocational qualification,Prefer not to say
675c79491bbd4e232d192d78,60,Male,White,Vocational qualification,"£35,000-£49,999"
5d45521afdaaad00010ec185,63,Female,White,Undergraduate degree,"£15,000-£24,999"
612f350052a72eaeac5b9703,70,Female,White,Vocational qualification,"Under £15,000"
62cc27b69d4bad3fcc2ef1bb,22,Male,White,Undergraduate degree,"Under £15,000"
5c75c7c92c662600014eb328,62,Female,White,Undergraduate degree,"£15,000-£24,999"
6081927660b125bdbfdf4fc9,51,Male,Asian,Postgraduate degree (Master's),"£35,000-£49,999"
67c609a23e4da65a1e2850aa,61,Female,White,Undergraduate degree,"£15,000-£24,999"
5b9b7d4608c0fc0001472a30,55,Male,White,Postgraduate degree (Master's),"£35,000-£49,999"
5fabf588f711fa0c6b0aebf6,77,Male,White,Vocational qualification,"£15,000-£24,999"
63dbc3dab2c8d9b6afa58b7b,68,Female,White,Undergraduate degree,Prefer not to say
5f96d1d4c1cd3c03ad1ee15c,68,Male,White,Vocational qualification,"£15,000-£24,999"
5ea0a489191c800973fc65f4,56,Female,White,A-levels or equivalent,"£50,000-£74,999"
5ace82e135eccf0001a11c96,60,Female,White,Undergraduate degree,"Under £15,000"
6566231923f79d4cff72f7d0,57,Male,White,Vocational qualification,"£35,000-£49,999"
671e9f32e695995deb52cc96,60,Female,White,Vocational qualification,"£25,000-£34,999"
63d7a00dda5ba43062e6579a,61,Female,White,Postgraduate degree (Master's),"£35,000-£49,999"
66484cfc664a1d8dd22f2fcf,65,Male,White,Undergraduate degree,"£25,000-£34,999"
56a7da16c89737000b22953c,62,Female,White,Undergraduate degree,"£25,000-£34,999"
57b889c1e163b10001abf340,66,Female,White,Postgraduate degree (Master's),"Under £15,000"
67403d3b7cde841721af2cfc,22,Female,White,Undergraduate degree,"£15,000-£24,999"
58ff31a1d10e2b000108579e,57,Male,White,Doctorate (PhD),"£15,000-£24,999"
5d02a158c8a372001abf3b30,60,Female,White,Undergraduate degree,"£15,000-£24,999"
6723b66511d2aa14bf7a47b5,23,Male,White,Undergraduate degree,"£25,000-£34,999"
5af1e3cc0eca060001b14a7e,58,Male,White,Undergraduate degree,"£15,000-£24,999"
58bc46e24cdfd90001778235,56,Male,White,GCSEs or equivalent,"£25,000-£34,999"
651db9e895666b260fc361b1,60,Male,White,Undergraduate degree,"£100,000+"
5ea963e404c8da03b9ce62fe,23,Male,White,Undergraduate degree,"£35,000-£49,999"
66d1a665cedf6ac8f9428cf9,61,Female,White,GCSEs or equivalent,"Under £15,000"
5e1e5c3c80e02e1c36679187,66,Female,White,Undergraduate degree,"£15,000-£24,999"
66deaf8e2af793d68c36283d,49,Female,White,Undergraduate degree,Prefer not to say
65e3434e8d58b05bcee42c3d,53,Female,White,A-levels or equivalent,"£35,000-£49,999"
5e4feb8037713502e9ed364b,23,Female,White,Undergraduate degree,"£15,000-£24,999"
5bebf332cef79f00014d230c,47,Male,White,Vocational qualification,"£50,000-£74,999"
629622da2e85a479fa80b307,42,Male,White,Undergraduate degree,"£50,000-£74,999"
5e5a10ea43f33020b7e24fe0,41,Female,White,Undergraduate degree,"£15,000-£24,999"
657b2d22191dda04598ef38b,52,Male,White,Vocational qualification,"£50,000-£74,999"
67110a0f39facf3288e299e3,33,Male,Black,Postgraduate degree (Master's),"£15,000-£24,999"
66ace6ef9a08481fb5a78870,21,Female,Asian,A-levels or equivalent,"£25,000-£34,999"
5a0c4184fe645f0001e9f5dd,41,Female,White,Undergraduate degree,"Under £15,000"
67780b20a4491fe787858ab8,24,Female,Asian,A-levels or equivalent,"£25,000-£34,999"
59fc8a30087f2e0001ead66d,58,Female,White,Vocational qualification,"Under £15,000"
6734cb8c5c6a67e3eaf34c6c,41,Male,White,GCSEs or equivalent,"£15,000-£24,999"
6760543367c90a33716225be,28,Female,White,Undergraduate degree,"£35,000-£49,999"
5eea9efc609f0d1ad38199bd,56,Female,White,Vocational qualification,"Under £15,000"
60fc599613f162f600b2ea5d,23,Female,White,Undergraduate degree,"Under £15,000"
6765829a949d1203926e1ade,25,Female,Asian,Postgraduate degree (Master's),"£50,000-£74,999"
600a97750a20c621b3d6d358,63,Male,White,Undergraduate degree,"£15,000-£24,999"
67a4ec7256624770c6c5dcc5,36,Male,White,A-levels or equivalent,"Under £15,000"
5657688f995911000a482d40,46,Male,White,Undergraduate degree,"Under £15,000"
5d8878251f684d0001737c56,45,Female,White,Undergraduate degree,"Under £15,000"
5c39f0c686c1450001a983c4,57,Male,White,Undergraduate degree,"£15,000-£24,999"
63468af37b3dfa433e101723,42,Male,White,Undergraduate degree,"£25,000-£34,999"
62c8391cd913ab9b5317d5f9,42,Male,White,Postgraduate degree (Master's),"£25,000-£34,999"
5c62de3f48fe4e000180e09d,50,Female,White,A-levels or equivalent,"Under £15,000"
67d80b3db0cac8b1bd982fb2,20,Male,White,Undergraduate degree,"£50,000-£74,999"
6668c0560adc0e65f62c7c5f,21,Female,Mixed,GCSEs or equivalent,"Under £15,000"
61656042f505fd7fa53e8628,56,Female,White,GCSEs or equivalent,"Under £15,000"
63b5aa16123c924d9f4c4f76,64,Male,White,GCSEs or equivalent,"£35,000-£49,999"
661a9eedf93606f640c76148,24,Male,White,Undergraduate degree,"£15,000-£24,999"
648ae805d9e92af3789c074e,60,Female,White,Postgraduate degree (Master's),"Under £15,000"
5687d434369319000c269c03,52,Female,White,Undergraduate degree,"Under £15,000"
62b4370c9a89e5a09c4447de,42,Female,Asian,Undergraduate degree,"Under £15,000"
66a50183d6f19b4257015e67,65,Female,White,Postgraduate degree (Master's),"£25,000-£34,999"
5ea2cf6f2888de038404188d,56,Female,White,Vocational qualification,"Under £15,000"
5f39a2fd2d394917284dd66f,55,Female,White,Undergraduate degree,"£50,000-£74,999"
680d2af1cec0860b4f0f3fad,52,Female,White,Postgraduate degree (Master's),"£75,000-£99,999"
66aa8dcfbc121dcef0433ecf,61,Female,White,Undergraduate degree,Prefer not to say
5e21a211061ea84908aaf512,55,Male,White,GCSEs or equivalent,"£75,000-£99,999"
611a8d23c1d17506a23df589,60,Male,White,Doctorate (PhD),"£50,000-£74,999"
57c426fa9fe51d00012391f1,60,Female,White,Doctorate (PhD),"Under £15,000"
5f5899136db0c00116d2c9a5,47,Male,White,Postgraduate degree (Master's),"£75,000-£99,999"
60db14f4cf941ba7b1f26d5c,60,Male,White,A-levels or equivalent,"£15,000-£24,999"
681e539ffde759ea416d4e94,51,Male,White,Undergraduate degree,"Under £15,000"
63d13c51b221bd175bb2e3db,23,Male,White,Vocational qualification,"£15,000-£24,999"
5a8d6772f49c9a0001f3cd72,64,Female,White,Postgraduate degree (Master's),"£50,000-£74,999"
652942ba7a6bc3c9f6aa792d,39,Female,White,Doctorate (PhD),"£50,000-£74,999"
5e38617987cb0602fed6d8b1,45,Female,White,Undergraduate degree,"£15,000-£24,999"
66ff4fd75d86cc529e4f137f,55,Female,Mixed,Postgraduate degree (Master's),"£25,000-£34,999"
5c882fbb42ff490016c7e47b,59,Female,White,Undergraduate degree,"£25,000-£34,999"
66fd386d832556a63a82cd23,66,Female,White,Undergraduate degree,Prefer not to say
67ea6d0606c91f5823fc9f19,50,Female,Black,Undergraduate degree,"£25,000-£34,999"
6706992f8333d548143af1db,19,Male,White,A-levels or equivalent,"Under £15,000"
672b24390a9c197eb61f2f72,53,Male,White,GCSEs or equivalent,"£15,000-£24,999"
612154fcba58d97a1c78207b,34,Male,White,Undergraduate degree,"£50,000-£74,999"
62681384fd4e3b590854ac76,58,Male,White,Postgraduate degree (Master's),"£50,000-£74,999"
60ae9b3f31273728246511ae,58,Male,White,GCSEs or equivalent,"Under £15,000"
5cf16528d02943001a98f4e0,71,Male,White,Vocational qualification,"£25,000-£34,999"
66d5cabb005f0da220b543f4,68,Male,White,Vocational qualification,"Under £15,000"
5ecbe220d068807a5425c4de,62,Male,White,Undergraduate degree,"£50,000-£74,999"
5c4d87576aeb5d00010184f8,58,Male,White,Undergraduate degree,"£25,000-£34,999"
61366f0c61f19807bcd487d1,65,Female,White,Undergraduate degree,"£75,000-£99,999"
6784133089e3f78e0e08c94d,59,Female,White,Postgraduate degree (Master's),Prefer not to say
5eeb32c541b66f01379faff7,23,Female,White,A-levels or equivalent,"Under £15,000"
5991e02dcceb0f0001b39bbd,69,Male,Asian,Postgraduate degree (Master's),"£35,000-£49,999"
5cbcadbe0b073500018c5f73,64,Male,White,GCSEs or equivalent,"£25,000-£34,999"
67506330a1a5a4adaa07b053,35,Male,White,GCSEs or equivalent,"£25,000-£34,999"
